id,time,value
140,31.671875,100.65729300000001
141,31.90625,100.960137
142,32.125,101.275719
143,32.34375,101.57992800000001
144,32.578125,101.870888
145,32.796875,102.19019499999999
146,33.03125,102.506149
147,33.25,102.795702
148,33.46875,103.112066
149,33.703125,103.4016
150,33.921875,103.703376
151,34.140625,103.985166
152,34.375,104.28785400000001
153,34.59375,104.57885
154,34.8125,104.867782
155,35.046875,105.15206299999998
156,35.28125,105.43775900000001
157,35.5,105.75504
158,35.71875,106.035154
159,35.953125,106.336133
160,36.171875,106.620152
161,36.40625,106.924121
162,36.625,107.21118899999999
163,36.84375,107.488984
164,37.078125,107.75881499999998
165,37.296875,108.052353
166,37.515625,108.33008400000001
167,37.75,108.610504
168,37.96875,108.89928400000001
169,38.1875,109.16926200000002
170,38.421875,109.448002
171,38.640625,109.73102800000001
172,38.875,109.992046
173,39.09375,110.274121
174,39.3125,110.554694
175,39.546875,110.83060900000001
176,39.765625,111.09879699999999
177,39.984375,111.38298300000001
178,40.21875,111.65468600000001
179,40.4375,111.93006000000001
180,40.65625,112.209725
181,40.890625,112.472779
182,41.109375,112.728527
183,41.34375,113.014812
184,41.5625,113.271767
185,41.78125,113.53631399999999
186,42.015625,113.812757
187,42.234375,114.066676
188,42.46875,114.328199
189,42.6875,114.576303
190,42.90625,114.84925600000001
191,43.140625,115.136455
192,43.359375,115.37097800000001
193,43.578125,115.655464
194,43.8125,115.934076
195,44.03125,116.18428899999999
196,44.25,116.43033100000001
197,44.484375,116.705146
198,44.703125,116.95734499999999
199,44.9375,117.229482
200,45.15625,117.47546799999999
201,45.375,117.75399499999999
202,45.609375,117.98482
203,45.828125,118.253699
204,46.046875,118.48253100000001
205,46.28125,118.73561200000002
206,46.5,118.99391499999999
207,46.734375,119.23386399999998
208,46.953125,119.481435
209,47.171875,119.748597
210,47.40625,119.992646
211,47.625,120.227543
212,47.84375,120.47419199999999
213,48.078125,120.72136100000002
214,48.296875,120.96428
215,48.53125,121.21041399999999
216,48.75,121.465796
217,48.96875,121.700395
218,49.203125,121.917249
219,49.421875,122.126567
220,49.640625,122.354396
221,49.875,122.57847
222,50.09375,122.82990900000001
223,50.3125,123.069372
224,50.546875,123.306501
225,50.765625,123.555279
226,51.0,123.78712
227,51.21875,123.989651
228,51.4375,124.23375300000001
229,51.671875,124.46333500000001
230,51.890625,124.699234
231,52.109375,124.92953
232,52.34375,125.15118400000001
233,52.5625,125.39278999999999
234,52.78125,125.608609
235,53.015625,125.817066
236,53.234375,126.002273
237,53.46875,126.22556399999999
238,53.6875,126.433204
239,53.90625,126.65345
240,54.140625,126.85751200000001
241,54.359375,127.084151
242,54.578125,127.297527
243,54.8125,127.512685
244,55.03125,127.719284
245,55.265625,127.921204
246,55.484375,128.153643
247,55.703125,128.36713500000002
248,55.9375,128.580157
249,56.15625,128.789631
250,56.375,129.018801
251,56.609375,129.230781
252,56.828125,129.43532199999999
253,57.046875,129.652764
254,57.28125,129.84983200000002
255,57.5,130.08936699999998
256,57.734375,130.302201
257,57.953125,130.51707199999998
258,58.171875,130.720652
259,58.40625,130.91324
260,58.625,131.144527
261,58.84375,131.33363799999998
262,59.078125,131.537597
263,59.296875,131.73585400000002
264,59.515625,131.945683
265,59.75,132.118354
266,59.96875,132.357212
267,60.203125,132.543222
268,60.421875,132.753627
269,60.640625,132.97756
270,60.875,133.184742
271,61.09375,133.406733
272,61.3125,133.59888999999998
273,61.546875,133.788313
274,61.765625,134.012695
275,62.0,134.203269
276,62.21875,134.41974
277,62.4375,134.622175
278,62.671875,134.812576
279,62.890625,135.023125
280,63.109375,135.23972
281,63.34375,135.432472
282,63.5625,135.61893600000002
283,63.796875,135.824143
284,64.015625,136.02346699999998
285,64.234375,136.212481
286,64.46875,136.42541599999998
287,64.6875,136.613031
288,64.921875,136.827609
289,65.140625,137.020581
290,65.359375,137.230799
291,65.59375,137.432147
292,65.8125,137.625476
293,66.03125,137.832996
294,66.265625,138.016354
295,66.484375,138.219689
296,66.71875,138.436831
297,66.9375,138.624673
298,67.15625,138.83361299999999
299,67.40625,139.016767
300,67.625,139.178875
301,67.84375,139.38978799999998
302,68.078125,139.57877299999998
303,68.296875,139.79835
304,68.515625,139.997538
305,68.75,140.183252
306,68.96875,140.379196
307,69.1875,140.558768
308,69.421875,140.74402800000001
309,69.640625,140.937773
310,69.875,141.13472099999998
311,70.09375,141.336362
312,70.3125,141.533161
313,70.546875,141.712268
314,70.765625,141.886324
315,70.984375,142.0881
316,71.21875,142.29324499999998
317,71.4375,142.486683
318,71.65625,142.68631299999998
319,71.890625,142.86576000000002
320,72.109375,143.084894
321,72.34375,143.274526
322,72.5625,143.459383
323,72.78125,143.65052
324,73.015625,143.834399
325,73.234375,144.04198200000002
326,73.453125,144.235081
327,73.6875,144.440461
328,73.90625,144.64616
329,74.140625,144.810354
330,74.359375,145.021917
331,74.578125,145.214117
332,74.8125,145.397802
333,75.03125,145.565512
334,75.25,145.76544199999998
335,75.484375,145.949333
336,75.703125,146.141795
337,75.9375,146.323854
338,76.15625,146.51171200000002
339,76.375,146.689717
340,76.609375,146.895468
341,76.828125,147.090691
342,77.046875,147.262666
343,77.28125,147.4697
344,77.5,147.675245
345,77.71875,147.859794
346,77.953125,148.034904
347,78.171875,148.22391299999998
348,78.40625,148.410056
349,78.625,148.58231899999998
350,78.84375,148.772124
351,79.078125,148.955823
352,79.296875,149.138552
353,79.515625,149.32493200000002
354,79.75,149.5213
355,79.96875,149.693366
356,80.203125,149.884944
357,80.421875,150.064875
358,80.640625,150.233028
359,80.875,150.413309
360,81.09375,150.59233799999998
361,81.3125,150.78063600000002
362,81.546875,150.934312
363,81.765625,151.123078
364,81.984375,151.302922
365,82.21875,151.475459
366,82.4375,151.66581399999998
367,82.671875,151.818503
368,82.890625,152.017197
369,83.109375,152.188659
370,83.34375,152.338045
371,83.5625,152.49271399999998
372,83.78125,152.687269
373,84.015625,152.855141
374,84.234375,153.035276
375,84.46875,153.19884299999998
376,84.6875,153.371755
377,84.90625,153.55109199999998
378,85.140625,153.711002
379,85.359375,153.858948
380,85.578125,154.035623
381,85.8125,154.215549
382,86.046875,154.38739099999998
383,86.265625,154.564515
384,86.484375,154.708318
385,86.71875,154.874504
386,86.9375,155.05643500000002
387,87.15625,155.235135
388,87.390625,155.392387
389,87.609375,155.586641
390,87.84375,155.738568
391,88.0625,155.941455
392,88.28125,156.09995800000002
393,88.515625,156.281203
394,88.734375,156.478136
395,88.953125,156.62925800000002
396,89.1875,156.783163
397,89.40625,156.966756
398,89.640625,157.133304
399,89.859375,157.286562
400,90.078125,157.444739
401,90.3125,157.606399
402,90.53125,157.774623
403,90.75,157.926904
404,90.984375,158.120087
405,91.21875,158.270803
406,91.4375,158.453156
407,91.65625,158.58938
408,91.890625,158.786972
409,92.109375,158.956366
410,92.34375,159.13722099999998
411,92.5625,159.28817
412,92.78125,159.450023
413,93.015625,159.643417
414,93.234375,159.804849
415,93.453125,159.954316
416,93.6875,160.131498
417,93.90625,160.28135
418,94.140625,160.44980900000002
419,94.359375,160.636798
420,94.578125,160.80181299999998
421,94.8125,160.952593
422,95.03125,161.113922
423,95.25,161.27291499999998
424,95.484375,161.439118
425,95.703125,161.581699
426,95.9375,161.712271
427,96.15625,161.878268
428,96.375,162.030419
429,96.609375,162.175445
430,96.828125,162.320208
431,97.046875,162.458972
432,97.28125,162.635064
433,97.5,162.783002
434,97.71875,162.923051
435,97.953125,163.05907
436,98.171875,163.232463
437,98.40625,163.414409
438,98.625,163.565853
439,98.84375,163.721679
440,99.078125,163.857554
441,99.296875,164.029566
442,99.515625,164.177951
443,99.75,164.343976
444,99.96875,164.486932
445,100.203125,164.63591399999999
446,100.421875,164.76613799999998
447,100.640625,164.903091
448,100.875,165.051949
449,101.09375,165.206473
450,101.3125,165.37325800000002
451,101.546875,165.52346599999998
452,101.765625,165.694663
453,101.984375,165.841625
454,102.21875,165.9828
455,102.4375,166.153828
456,102.671875,166.30531000000002
457,102.890625,166.45689199999998
458,103.109375,166.624701
459,103.34375,166.781854
460,103.5625,166.941164
461,103.78125,167.07080200000001
462,104.015625,167.243211
463,104.234375,167.396587
464,104.46875,167.564774
465,104.6875,167.716717
466,104.90625,167.852473
467,105.140625,168.005172
468,105.359375,168.163433
469,105.578125,168.28919399999998
470,105.8125,168.436555
471,106.03125,168.597138
472,106.265625,168.760069
473,106.484375,168.908575
474,106.703125,169.06009
475,106.9375,169.210476
476,107.15625,169.350229
477,107.375,169.496016
478,107.609375,169.638712
479,107.828125,169.783022
480,108.046875,169.956095
481,108.28125,170.103032
482,108.5,170.26848
483,108.734375,170.394504
484,108.953125,170.558445
485,109.171875,170.714709
486,109.40625,170.860757
487,109.625,171.019037
488,109.84375,171.163164
489,110.078125,171.32583400000001
490,110.296875,171.48886299999998
491,110.53125,171.625831
492,110.75,171.78707
493,110.984375,171.93426100000002
494,111.203125,172.091819
495,111.4375,172.241942
496,111.65625,172.375912
497,111.890625,172.530215
498,112.109375,172.672338
499,112.34375,172.83042700000001
500,112.5625,172.978026
501,112.796875,173.127173
502,113.015625,173.251509
503,113.234375,173.39516
504,113.46875,173.56638999999998
505,113.6875,173.692856
506,113.90625,173.857194
507,114.140625,174.02692
508,114.359375,174.176244
509,114.59375,174.322938
510,114.828125,174.491376
511,115.046875,174.640446
512,115.265625,174.785469
513,115.5,174.95388300000002
514,115.71875,175.075633
515,115.9375,175.231154
516,116.171875,175.383304
517,116.390625,175.552598
518,116.609375,175.674235
519,116.84375,175.82713600000002
520,117.0625,175.989975
521,117.296875,176.14209499999998
522,117.515625,176.28841200000002
523,117.734375,176.439025
524,117.96875,176.57511399999999
525,118.1875,176.73001599999998
526,118.40625,176.85779
527,118.640625,176.98574299999999
528,118.859375,177.139283
529,119.09375,177.275758
530,119.3125,177.427084
531,119.53125,177.5802
532,119.765625,177.709813
533,119.984375,177.860262
534,120.203125,178.01935500000002
535,120.4375,178.174465
536,120.65625,178.30979299999998
537,120.890625,178.448526
538,121.109375,178.60588
539,121.328125,178.738536
540,121.5625,178.88331200000002
541,121.78125,179.01545
542,122.0,179.174056
543,122.234375,179.313544
544,122.453125,179.44915
545,122.6875,179.56046899999998
546,122.90625,179.72585
547,123.125,179.844566
548,123.359375,179.980801
549,123.578125,180.151615
550,123.796875,180.274769
551,124.03125,180.431614
552,124.25,180.562763
553,124.484375,180.66493300000002
554,124.703125,180.800174
555,124.921875,180.925533
556,125.15625,181.04556399999998
557,125.375,181.18250600000002
558,125.59375,181.319817
559,125.828125,181.445557
560,126.046875,181.582481
561,126.265625,181.724127
562,126.5,181.846991
563,126.71875,181.977271
564,126.953125,182.09949
565,127.171875,182.219378
566,127.390625,182.381801
567,127.625,182.506959
568,127.84375,182.66276399999998
569,128.0625,182.819548
570,128.296875,182.956129
571,128.515625,183.094728
572,128.75,183.235027
573,128.96875,183.366423
574,129.1875,183.497175
575,129.421875,183.62857
576,129.640625,183.769691
577,129.859375,183.921783
578,130.09375,184.062085
579,130.3125,184.172476
580,130.546875,184.317488
581,130.765625,184.465715
582,130.984375,184.590111
583,131.21875,184.71992
584,131.4375,184.859838
585,131.65625,184.975888
586,131.890625,185.10401399999998
587,132.109375,185.22558999999998
588,132.328125,185.384535
589,132.5625,185.517395
590,132.78125,185.637676
591,133.015625,185.752674
592,133.234375,185.906383
593,133.46875,186.041045
594,133.6875,186.19258100000002
595,133.90625,186.311137
596,134.140625,186.435565
597,134.359375,186.560204
598,134.59375,186.67546299999998
599,134.8125,186.805327
600,135.03125,186.932594
601,135.265625,187.04383700000002
602,135.484375,187.174561
603,135.703125,187.298052
604,135.9375,187.43776
605,136.15625,187.581068
606,136.375,187.7106
607,136.609375,187.852199
608,136.828125,187.97003600000002
609,137.0625,188.12078300000002
610,137.28125,188.26833200000002
611,137.5,188.388588
612,137.734375,188.532402
613,137.953125,188.667127
614,138.171875,188.79158700000002
615,138.40625,188.90534399999999
616,138.625,189.051373
617,138.859375,189.16046699999998
618,139.078125,189.29505600000002
619,139.296875,189.431243
620,139.53125,189.553632
621,139.75,189.695357
622,139.96875,189.82452
623,140.203125,189.950173
624,140.421875,190.054689
625,140.65625,190.194548
626,140.875,190.327708
627,141.09375,190.46656000000002
628,141.328125,190.587353
629,141.546875,190.726691
630,141.765625,190.847183
631,142.0,190.98440300000001
632,142.21875,191.10817
633,142.4375,191.234816
634,142.671875,191.349678
635,142.890625,191.513005
636,143.125,191.637673
637,143.34375,191.766598
638,143.5625,191.89103400000002
639,143.796875,192.017377
640,144.015625,192.124434
641,144.25,192.25401399999998
642,144.46875,192.38863999999998
643,144.6875,192.515251
644,144.921875,192.639768
645,145.140625,192.783826
646,145.359375,192.912202
647,145.59375,193.046872
648,145.8125,193.183572
649,146.03125,193.325658
650,146.265625,193.444223
651,146.484375,193.57621699999999
652,146.71875,193.697956
653,146.9375,193.833227
654,147.15625,193.969143
655,147.390625,194.101625
656,147.609375,194.21033799999998
657,147.828125,194.337436
658,148.0625,194.462571
659,148.28125,194.592279
660,148.515625,194.720805
661,148.734375,194.848908
662,148.953125,194.974751
663,149.1875,195.09958600000002
664,149.40625,195.221738
665,149.625,195.355953
666,149.859375,195.49663
667,150.078125,195.614523
668,150.296875,195.736128
669,150.53125,195.868092
670,150.75,195.982999
671,150.984375,196.12206
672,151.203125,196.233973
673,151.421875,196.3712
674,151.65625,196.47777
675,151.875,196.608016
676,152.109375,196.756568
677,152.328125,196.871677
678,152.5625,197.012819
679,152.78125,197.11445700000002
680,153.0,197.224541
681,153.234375,197.364228
682,153.453125,197.49456999999998
683,153.671875,197.594204
684,153.90625,197.710391
685,154.125,197.843763
686,154.34375,197.982297
687,154.578125,198.113901
688,154.796875,198.18989399999998
689,155.03125,198.333441
690,155.25,198.418455
691,155.46875,198.534453
692,155.703125,198.664455
693,155.921875,198.787266
694,156.140625,198.928066
695,156.375,199.036812
696,156.59375,199.162914
697,156.8125,199.288384
698,157.046875,199.43403999999998
699,157.265625,199.562964
700,157.5,199.68836299999998
701,157.71875,199.809649
702,157.9375,199.92207
703,158.171875,200.055791
704,158.390625,200.18489
705,158.609375,200.318635
706,158.84375,200.433777
707,159.0625,200.55401
708,159.296875,200.67853
709,159.515625,200.786628
710,159.734375,200.924649
711,159.96875,201.048872
712,160.1875,201.169954
713,160.40625,201.302131
714,160.640625,201.403478
715,160.859375,201.524055
716,161.078125,201.632744
717,161.3125,201.75919
718,161.53125,201.891986
719,161.765625,201.981641
720,161.984375,202.101493
721,162.203125,202.19401499999998
722,162.4375,202.300555
723,162.65625,202.427244
724,162.875,202.53958799999998
725,163.109375,202.65936200000002
726,163.328125,202.783201
727,163.546875,202.925071
728,163.78125,203.064268
729,164.0,203.19628600000001
730,164.234375,203.302822
731,164.453125,203.416131
732,164.671875,203.526061
733,164.90625,203.657025
734,165.125,203.776629
735,165.34375,203.90156000000002
736,165.578125,204.027943
737,165.796875,204.147456
738,166.03125,204.277414
739,166.25,204.371679
740,166.46875,204.520275
741,166.703125,204.627993
742,166.921875,204.740731
743,167.140625,204.88657800000001
744,167.375,205.010522
745,167.59375,205.116551
746,167.828125,205.240906
747,168.046875,205.374393
748,168.265625,205.52756499999998
749,168.5,205.646941
750,168.71875,205.76253799999998
751,168.9375,205.87090800000001
752,169.171875,206.014134
753,169.390625,206.127601
754,169.609375,206.273169
755,169.84375,206.40405
756,170.0625,206.52836200000002
757,170.296875,206.636821
758,170.515625,206.766358
759,170.734375,206.892399
760,170.96875,206.974674
761,171.1875,207.095038
762,171.40625,207.210026
763,171.640625,207.344023
764,171.859375,207.470371
765,172.09375,207.633722
766,172.3125,207.76211999999998
767,172.53125,207.904846
768,172.765625,207.99639399999998
769,172.984375,208.13249299999998
770,173.203125,208.237991
771,173.4375,208.361996
772,173.65625,208.45314
773,173.890625,208.55308300000002
774,174.109375,208.676886
775,174.328125,208.80241999999998
776,174.5625,208.921837
777,174.78125,209.04380600000002
778,175.0,209.187046
779,175.234375,209.307984
780,175.453125,209.43389
781,175.671875,209.557355
782,175.90625,209.710585
783,176.125,209.848521
784,176.359375,209.988212
785,176.578125,210.1181
786,176.796875,210.214585
787,177.03125,210.316803
788,177.25,210.45642999999998
789,177.46875,210.598002
790,177.703125,210.721657
791,177.921875,210.871556
792,178.15625,211.0171
793,178.375,211.15415699999997
794,178.59375,211.252482
795,178.828125,211.39076400000002
796,179.046875,211.54549599999999
797,179.265625,211.685209
798,179.5,211.83064700000003
799,179.71875,211.937973
800,179.9375,212.063392
801,180.171875,212.216106
802,180.390625,212.35822799999997
803,180.625,212.515101
804,180.84375,212.63415
805,181.0625,212.800248
806,181.296875,212.952129
807,181.515625,213.07084300000002
808,181.75,213.15499100000002
809,181.96875,213.239294
810,182.1875,213.38318199999998
811,182.421875,213.48899900000004
812,182.640625,213.68055099999998
813,182.859375,213.847053
814,183.09375,214.007654
815,183.3125,214.168525
816,183.53125,214.29426600000002
817,183.765625,214.41980800000002
818,183.984375,214.533131
819,184.21875,214.678678
820,184.4375,214.83333199999998
821,184.65625,214.98732599999997
822,184.890625,215.1207
823,185.109375,215.25794100000002
824,185.328125,215.421006
825,185.5625,215.566073
826,185.78125,215.71504900000002
827,186.015625,215.811902
828,186.234375,215.865548
829,186.453125,215.928133
830,186.6875,215.998896
831,186.90625,216.067414
832,187.125,216.169592
833,187.359375,216.268102
834,187.578125,216.355412
835,187.8125,216.472975
836,188.03125,216.56782599999997
837,188.25,216.66187599999998
838,188.484375,216.77186899999998
839,188.703125,216.861689
840,188.921875,216.99462200000002
841,189.15625,217.11131899999998
842,189.390625,217.238852
843,189.609375,217.366738
844,189.828125,217.49251800000002
845,190.0625,217.656621
846,190.28125,217.79802599999996
847,190.515625,217.950871
848,190.734375,218.115606
849,190.953125,218.257654
850,191.1875,218.39377400000004
851,191.40625,218.53966699999998
852,191.625,218.663092
853,191.859375,218.810719
854,192.078125,218.906109
855,192.3125,219.04481800000002
856,192.53125,219.146931
857,192.75,219.156808
858,192.984375,219.234868
859,193.203125,219.369414
860,193.421875,219.51661000000001
861,193.65625,219.618837
862,193.875,219.73030899999998
863,194.109375,219.839669
864,194.328125,219.937525
865,194.546875,219.95225299999998
866,194.78125,220.04830099999998
867,195.0,220.165195
868,195.21875,220.272681
869,195.453125,220.35565499999998
870,195.671875,220.413224
871,195.90625,220.461789
872,196.125,220.53643399999999
873,196.34375,220.61167200000003
874,196.578125,220.67754300000001
875,196.796875,220.707427
876,197.03125,220.78615499999998
877,197.25,220.84302799999998
878,197.46875,220.93230699999998
879,197.703125,221.007738
880,197.921875,221.089524
881,198.140625,221.194653
882,198.375,221.322994
883,198.59375,221.39602799999997
884,198.828125,221.456727
885,199.046875,221.53673700000002
886,199.265625,221.61018199999998
887,199.5,221.681459
888,199.71875,221.75621800000002
889,199.9375,221.84877400000002
890,200.171875,221.92996499999998
891,200.390625,221.992592
892,200.609375,222.093568
893,200.84375,222.18302999999997
894,201.0625,222.25475699999998
895,201.296875,222.329531
896,201.515625,222.40852
897,201.734375,222.46496499999998
898,201.96875,222.503448
899,202.1875,222.54861
900,202.40625,222.640871
901,202.640625,222.73852000000002
902,202.859375,222.844671
903,203.09375,222.94632099999998
904,203.3125,223.037455
905,203.53125,223.13970099999997
906,203.765625,223.237221
907,203.984375,223.33491099999998
908,204.203125,223.42587999999998
909,204.4375,223.489501
910,204.65625,223.567638
911,204.875,223.65596299999999
912,205.109375,223.74808199999998
913,205.328125,223.82889100000003
914,205.5625,223.90596000000002
915,205.78125,223.99788700000002
916,206.0,224.081855
917,206.234375,224.164379
918,206.453125,224.27433399999998
919,206.671875,224.382209
920,206.90625,224.459603
921,207.125,224.528483
922,207.359375,224.58895299999998
923,207.578125,224.618617
924,207.796875,224.65125899999998
925,208.03125,224.73338199999998
926,208.25,224.82477599999999
927,208.46875,224.91314500000001
928,208.703125,225.015365
929,208.921875,225.10363900000002
930,209.15625,225.17101200000002
931,209.375,225.240846
932,209.59375,225.33838500000002
933,209.828125,225.43038700000002
934,210.046875,225.522908
935,210.265625,225.628571
936,210.5,225.707059
937,210.71875,225.79289900000003
938,210.9375,225.887342
939,211.171875,225.97216400000002
940,211.390625,226.07002400000002
941,211.625,226.15545
942,211.84375,226.24062
943,212.0625,226.33701000000002
944,212.296875,226.43986
945,212.515625,226.50403500000002
946,212.734375,226.602785
947,212.96875,226.686319
948,213.1875,226.740783
949,213.421875,226.770301
950,213.640625,226.86718599999998
951,213.859375,226.926779
952,214.09375,226.98953500000002
953,214.3125,227.088417
954,214.53125,227.169511
955,214.765625,227.257736
956,214.984375,227.327383
957,215.203125,227.401745
958,215.4375,227.518771
959,215.65625,227.58687999999998
960,215.890625,227.661531
961,216.109375,227.73371400000002
962,216.328125,227.80542000000003
963,216.5625,227.899235
964,216.78125,228.002477
965,217.0,228.09056
966,217.234375,228.169981
967,217.453125,228.230972
968,217.671875,228.307489
969,217.90625,228.295816
970,218.125,228.347692
971,218.359375,228.413929
972,218.578125,228.510157
973,218.796875,228.58814300000003
974,219.03125,228.635645
975,219.25,228.69072999999997
976,219.46875,228.769946
977,219.703125,228.852385
978,219.921875,228.930892
979,220.15625,228.99362200000002
980,220.375,229.031656
981,220.59375,229.084059
982,220.828125,229.16581499999998
983,221.046875,229.28276699999998
984,221.265625,229.36785099999997
985,221.5,229.461873
986,221.71875,229.51632400000003
987,221.953125,229.57533199999997
988,222.171875,229.65523199999998
989,222.390625,229.73565699999997
990,222.625,229.78326600000003
991,222.84375,229.82976000000002
992,223.0625,229.893202
993,223.296875,229.92113700000002
994,223.515625,229.99637099999998
995,223.75,230.066608
996,223.96875,230.120623
997,224.1875,230.212492
998,224.421875,230.28475899999998
999,224.640625,230.352391
1000,224.859375,230.428243
1001,225.09375,230.479681
1002,225.3125,230.53268799999998
1003,225.53125,230.609378
1004,225.765625,230.68577000000002
1005,225.984375,230.760525
1006,226.21875,230.818242
1007,226.4375,230.885944
1008,226.671875,230.97426600000003
1009,226.890625,231.043219
1010,227.109375,231.08614100000003
1011,227.34375,231.150465
1012,227.5625,231.22724399999998
1013,227.78125,231.286767
1014,228.015625,231.357601
1015,228.234375,231.43161
1016,228.453125,231.504972
1017,228.6875,231.58704500000002
1018,228.90625,231.64309599999999
1019,229.140625,231.71330299999997
1020,229.359375,231.77707999999998
1021,229.578125,231.85127000000003
1022,229.8125,231.89981699999998
1023,230.03125,231.973594
1024,230.25,232.054209
1025,230.484375,232.11111200000002
1026,230.703125,232.17415
1027,230.921875,232.265091
1028,231.15625,232.34087000000002
1029,231.375,232.426175
1030,231.609375,232.501758
1031,231.828125,232.56093700000002
1032,232.046875,232.650889
1033,232.28125,232.721493
1034,232.5,232.803617
1035,232.71875,232.89634500000003
1036,232.953125,232.965312
1037,233.171875,233.03106699999998
1038,233.40625,233.11174599999998
1039,233.625,233.17803199999997
1040,233.84375,233.27644700000002
1041,234.078125,233.36784500000002
1042,234.296875,233.476128
1043,234.515625,233.571307
1044,234.75,233.66403300000002
1045,234.984375,233.751859
1046,235.203125,233.80742599999996
1047,235.421875,233.84243500000002
1048,235.65625,233.90754700000002
1049,235.875,233.993052
1050,236.09375,234.05735099999998
1051,236.328125,234.14654500000003
1052,236.546875,234.251091
1053,236.78125,234.34215600000002
1054,237.0,234.40600299999997
1055,237.234375,234.47347799999997
1056,237.453125,234.53487599999997
1057,237.671875,234.58992999999998
1058,237.90625,234.65926000000002
1059,238.140625,234.730745
1060,238.359375,234.792184
1061,238.59375,234.889066
1062,238.8125,234.96569100000002
1063,239.03125,235.026224
1064,239.265625,235.10792599999996
1065,239.484375,235.172343
1066,239.703125,235.247622
1067,239.9375,235.330076
1068,240.15625,235.39238799999998
1069,240.375,235.4631
1070,240.609375,235.518015
1071,240.828125,235.563395
1072,241.0625,235.628871
1073,241.28125,235.69693999999998
1074,241.5,235.72159100000002
1075,241.734375,235.82277200000001
1076,241.953125,235.92736000000002
1077,242.171875,235.998487
1078,242.40625,236.047529
1079,242.625,236.13162200000002
1080,242.84375,236.212683
1081,243.078125,236.285111
1082,243.296875,236.345623
1083,243.53125,236.43046299999997
1084,243.75,236.50826099999998
1085,243.96875,236.55473700000002
1086,244.203125,236.59308900000002
1087,244.421875,236.66327400000003
1088,244.65625,236.74766499999998
